1573120,14352384,8847360,11468800,10092544,12124160,5701632,9699338
1572864,1835008,16187392,6488064,15794176,4849664,7536640,3866637
1572864,3866624,10354688,7667712,0,0,0,0
1572864,5767424,14417920,13303808,11206656,10747904,15859712,196617
1573120,15138816,8716288,5701632,9175040,10223616,8192000,13500417
1573120,14352384,15204352,12386304,12451840,16318464,458752,2162694
1572864,8192000,9961472,4915200,3538944,8060928,13565952,2359315
1572864,8978432,851968,393216,12582912,0,0,0
1572864,10158080,2949120,15073280,13172736,3407872,11534336,4849684
1573888,15794432,6881280,3801088,8716288,11927552,3670016,13631512
1573120,6291456,10354688,8978432,15663104,1441792,11665408,13303895
1573888,7864576,9043968,7536640,11272192,12713984,9961472,8388629
1572864,9437184,6946816,14417920,5570560,9043968,0,0
1572864,7077888,2818048,2949120,7274496,10682368,524288,14352392
1573888,6815744,9175040,9240576,4390912,13565952,262144,720906
1572864,1048576,13434880,13303808,14417920,3276800,65536,9633799
1572864,12189696,16646144,2883584,12386304,10223616,8847360,13369351
1573120,15204352,15990784,16318464,3801088,655360,15794176,0
1572864,2555904,5177344,5242880,11665408,5898240,16580608,3735564
1572864,6554368,10682368,65536,1966080,11862016,131072,15794181
1572864,6357504,9043968,14614528,10944512,2293760,5308416,5111819
1575168,12845824,16711936,14483456,12845568,6422528,13762560,3997751
1573376,4456448,3080192,3866624,8257536,524288,10158080,9502722
1573376,7995648,10092544,15663104,65536,15007744,13565952,14483489
1572864,12779520,4521984,2752512,4915200,12320768,983040,15925253
1572864,3538944,10420224,9961472,589824,9895936,6225920,8192010
1572864,917504,10027008,12189696,8847360,1441792,7143424,6553605
1573120,8323072,1572864,10354688,4915200,13828096,10485760,10813447
1573120,2621440,4718592,6881280,16711680,16580608,15663104,9568260
1572864,5701632,7995392,9371648,16121856,16187392,196608,4587521
1572864,11141120,14745600,11075584,10551296,10223616,1966080,11272202
1572864,8716288,2097152,5570560,15663104,9175040,5832704,15728657
1572864,16646144,9175040,5308416,9043968,3801088,15794176,1114116
1573120,5570560,12910592,1638400,5439488,13238272,3801088,9371660
1573376,10813440,6815744,11730944,4259840,6619136,11862016,15007758
1572864,1441792,8847360,6881280,8978432,4915200,327680,6750210
1572864,14417920,3866624,6356992,9699328,3276800,9371648,4587530
1572864,2752512,327680,8388608,2490368,5308416,11993088,5177347
1578240,6554112,8585216,13041664,12386816,5046272,15204608,10944845
1575424,10551296,11075584,14483456,10878976,13959168,6815744,4456470
1573120,6553600,8978432,6553600,16187392,1441792,12255232,7798788
1573888,4784128,13565952,1966080,8650752,12058624,5963776,15007827
1572864,7667712,4587520,15794176,12189696,10354688,15728640,4259854
1573376,10616832,2883584,4521984,7995392,10878976,7864320,4390916
1572864,0,0,0,0,0,0,0
1572864,7667712,15663104,3342336,3670016,7274496,10223616,10485792
1572864,7995648,8060928,9306112,15466496,4063232,4390912,10092561
1572864,9502720,11206656,4653056,4194304,6422528,16580608,13762583
1572864,12582912,10747904,2949120,13303808,5505024,15925248,13631500
1572864,4390912,2162688,16121856,0,0,0,0
1573120,2752512,11075584,12255232,16384000,12517376,12582912,10616849
1572864,11075584,8781824,10813440,12124160,3211264,14811136,4718611
1572864,12124160,13565952,1572864,9961472,3014656,11272192,9371650
1572864,9437184,14417920,3604480,1769472,12779520,7864320,3342340
1572864,13041664,13500416,14155776,6553600,15400960,0,0
1572864,393216,4718592,8388608,3932160,9961472,6356992,1769496
1572864,3866624,9633792,15269888,393216,9306112,458752,13762567
1573376,11599872,12189696,8912896,1310720,2752512,1769472,6815755
1572864,8781824,524288,15335424,1572864,131072,7995392,15269892
1572864,13959168,9043968,10878976,12910592,2555904,8454144,10485768
1573120,11993344,2097152,1900544,5242880,4194304,12648448,5701643
1572864,196608,9043968,12713984,13762560,8126464,9306112,2293764
1572864,1376256,2293760,4784128,2424832,8257536,3932160,4784132
1572864,5570560,16318464,12779520,8454144,14745600,3670016,5570564
1577984,4984064,12648704,15466496,9043968,8585216,9961472,1179668
1572864,458752,12255232,11206656,2031616,2359296,15400960,13959172
1573120,12451840,13107200,6684672,4259840,15663104,11534336,6946834
1573120,5308416,7667712,3670016,15728640,6881280,11075584,10
1572864,6291456,6291456,7143424,8650752,6619136,10289152,12451845
1572864,10682368,4653056,1703936,13041664,13303808,15859712,13565958
1572864,4915200,393216,1376256,4390912,10551296,13959168,14942217
1572864,11665408,13303808,1572864,14680064,13041664,16252928,6422536
1572864,4128768,13697024,0,0,0,0,0
1572864,5439488,9371648,7929856,1310720,1179648,4063232,5898258
1572864,6160384,9830400,14745600,983040,1179648,4521984,16711696
1572864,14614528,1769472,10813440,16056320,15728640,11206656,3211277
1572864,1703936,14614528,10485760,393216,15466496,6815744,3276806
1572864,327680,6684672,4915200,6488064,14352384,14155776,0
1572864,1638400,1900544,1441792,5177344,5111808,1703936,10289160
1572864,3080192,1179648,2490368,16252928,5701632,9109504,15073293
1572864,2556160,8912896,14352384,4063232,7143424,3866624,3997702
1572864,1769472,4063232,9895936,5701632,589824,917504,7471121
1572864,1114112,655360,14876672,15007744,3473408,7536640,15007774
1572864,3538944,3604480,15073280,11599872,2228224,6488064,6619142
1572864,12845056,0,6881280,1310720,3997696,15532032,11665416
1573120,4325376,14286848,1835008,11272192,9633792,10813440,4718597
1573376,8454144,0,0,0,0,0,0
1573120,10420224,16252928,10682368,14745600,4521984,14155776,11141147
1573632,12189696,13172736,655360,12189696,12976128,2555904,14155804
1572864,1900544,6750208,15007744,7143424,2228224,1835008,14942211
1572864,2228224,4521984,4456448,9830400,9306112,12845056,16187396
1572864,4587520,10682368,8388608,8454144,15859712,0,0
1572864,15204352,6422528,2818048,2883584,9175040,9633792,5570567
1572864,5505024,15859712,11665408,3801088,10551296,13369344,11141127
1572864,10092544,11337728,11337728,11010048,11730944,10158080,10551302
1572864,4390912,12189696,4849664,7733248,11403264,10878976,10158086
1572864,5046272,3735552,13172736,12910592,12124160,11075584,6029315
1572864,2097152,9240576,13762560,12779520,7012352,720896,15073287
1572864,8060928,7143424,10878976,2883584,1310720,6488064,10485763
1572864,13500416,14745600,15138816,15532032,11927552,15663104,917510
1572864,9568256,0,0,0,0,0,0
1572864,1966080,13107200,14024704,3211264,14221312,12713984,65555
1572864,11468800,7012352,11665408,2949120,4194304,3801088,4718606
1572864,4390912,4063232,13565952,2883584,3145728,10878976,11534344
1573120,393216,9568256,6553600,1245184,4194304,13500416,10878979
