1574144,10420224,9437184,0,5963776,5898240,9830400,589848
1577728,3998464,11010304,3276800,327680,262656,4653056,851992
1573120,8257536,9306112,3866624,851968,15794176,131072,10813457
1572864,10944512,3407872,2555904,0,0,0,0
1573120,4325632,10747904,8912896,7602176,13172736,14811136,14221333
1574656,2359296,4980736,14090240,2162688,6488064,3538944,3407885
1574656,15271168,2621696,3866624,7471104,6619392,2752512,5505096
1573120,14352640,8519680,7208960,14614528,8192000,8192000,14417946
1573376,2425088,2359296,8781824,14876672,4390912,1900544,11272192
1572864,15728640,9043968,5046272,14155776,8847360,393216,1507390
1572864,10092544,6815744,15204352,6684672,786432,10682368,2293805
1572864,5439488,10813440,15990784,8650752,5111808,2555904,14352470
1572864,15204352,1900544,2818048,8126464,11665408,10092544,13041688
1572864,5898496,4784128,5701632,15794176,6619136,4456448,15728654
1572864,393216,11730944,3735552,9306112,16711680,1245184,12451879
1572864,6160384,10878976,7012352,7405568,1245184,16384000,8585228
1572864,7602176,8257536,12124160,589824,14680064,13041664,14876678
1572864,6881280,12779520,8323072,0,0,0,0
1572864,14352384,14352384,5701632,11862016,4194304,16580608,9175044
1572864,10027008,16449536,6291456,8388608,11534336,5505024,65539
1572864,16580608,2883584,10747904,16187392,10944512,0,11993095
1572864,16711680,13238272,8126464,2424832,6553600,7602176,7208964
1572864,13172736,5373952,9502720,2031616,11665408,9568256,1703939
1572864,4915200,12124160,196608,6553600,13697024,12386304,1507333
1572864,1245184,393216,15990784,13762560,7995392,15990784,15663109
1572864,7405568,8716288,5373952,2883584,11862016,10223616,14548995
1572864,15990784,3211264,2293760,3997696,1441792,6946816,7602183
1572864,10027008,5373952,10682368,12058624,12451840,11468800,9830405
1572864,11010048,720896,13369344,11796480,3080192,11337728,4653060
1572864,3145728,4915200,16318464,11534336,1179648,6488064,10354691
1572864,11272192,11468800,9306112,13107200,16711680,0,0
1574400,5963776,12386304,3342336,14811136,3932160,4521984,5046278
