1575168,13303808,11599872,6160384,11665408,7143424,14221312,7208979
1572864,8257536,8912896,1900544,6094848,1769472,6553600,15794211
1572864,3145728,14221312,3276800,9830400,11010048,10878976,14417950
1573632,3997696,2293760,15269888,7340032,1310720,5308416,2883596
1581056,1508608,11272704,14221568,11010048,4653056,6356992,4980764
1572864,8519680,7340032,14286848,11272192,13041664,12189696,10878983
1572864,0,0,0,0,0,0,0
1572864,3342336,5308416,14548992,11534336,13303808,5373952,2883605
1572864,393216,1048576,10682368,655360,1310720,3801088,4522002
1572864,12976128,9043968,2621440,10813440,1179648,16711680,15794186
1573120,3538944,10223616,8519680,1769472,5373952,5242880,16384031
1572864,3014656,10289152,8912896,9830400,0,0,0
1572864,6684672,6356992,720896,4915200,15400960,589824,14417933
1572864,11272192,12124160,10354688,14942208,2162688,13172736,10813447
1572864,14024704,786432,12779520,11010048,11862016,3932160,9895940
1572864,6094848,9764864,131072,16515072,10878976,131072,2949124
1572864,6160384,12779520,15138816,11599872,589824,5177344,589832
1572864,9437184,13107200,6488064,5636096,10551296,11468800,15990798
1572864,327680,14352384,15466496,2752512,8257536,12910592,8978439
1572864,12451840,15400960,14221312,11075584,6094848,13303808,11206660
1572864,65536,0,0,0,0,0,0
1572864,10485760,8454144,12845056,6029312,720896,12124160,2490370
1572864,15794176,16515072,10354688,327680,4259840,8126464,16056324
1572864,16384000,11075584,5832704,8978432,8519680,786432,12189702
1572864,2949120,9568256,14680064,9830400,10354688,15007744,15269893
1572864,9240576,8060928,8912896,12713984,16252928,3080192,8716292
1572864,12255232,7995392,3276800,4784128,5111808,7340032,11206662
1572864,15073280,16318464,10551296,12976128,11272192,3932160,13238286
1572864,2162688,13172736,0,11141120,13565952,8519680,15663123
1572864,12582912,12124160,15859712,13041664,11272192,11206656,9961482
1573120,2031616,8388608,7536640,9895936,5242880,4653056,10485767
1574144,4390912,65792,4063232,4259840,2752512,786432,524304
1573376,4456704,6815744,6946816,11993088,11403264,6029312,13959180
1574400,4063488,13303808,2359296,8847360,13434880,0,0
1575680,10813696,11599872,3866624,458752,10944512,4718592,5046298
1572864,8519680,4653056,12255232,13500416,13828096,5177344,6225930
1573120,12976128,4128768,10551296,6553600,2555904,2293760,12713991
1572864,4784128,14024704,7077888,12124160,16318464,8716288,3604487
1572864,6356992,1769472,16187392,2818048,10944512,8257536,6881294
1572864,13303808,0,3276800,4259840,1900544,9371648,1179652
1572864,8126464,4128768,14483456,2621440,3670016,16056320,11599880
1572864,5373952,16252928,13697024,8060928,10223616,11075584,12713990
1572864,12976128,10813440,6291456,6750208,0,0,0
1580800,16057344,1310720,5308416,4325376,9633792,2162688,14090269
1575424,3145728,14417920,262144,9895936,8781824,2031616,14745606
1576704,3276800,15925248,15138816,1966080,11468800,12517376,12845057
1577216,1769472,1310720,2359296,14680064,7995392,6094848,4194307
1575680,2949376,1114112,4784128,14942208,6029312,7864320,8454183
1573120,15138816,15532032,6815744,8388608,2424832,12582912,11665429
1573376,4915200,8585216,15794176,4980736,14483456,2490368,196623
1580544,5833728,9109504,4456448,8585216,16187392,5177344,8847385
1573888,7995904,8650752,8126464,0,0,0,0
1584384,9833728,12124928,1770240,11600128,13632256,12451840,11993136
1582336,14615040,1769472,4915200,15400960,4915200,9961472,7667720
1572864,11730944,13041664,786432,11075584,4915200,9699328,1835023
1572864,9502720,14090240,2686976,6619136,9568256,11993088,10813445
1574912,6225920,14549248,8847360,12058624,2752512,8519680,14090258
1573632,10092800,15597568,262144,4521984,655360,3014656,9961476
1575936,5767424,4980736,1835008,11403264,15400960,14876672,5505026
1573120,6291456,15859712,458752,1769472,6488064,11599872,8454149
1574912,0,0,0,0,0,0,0
1573632,3080192,12582912,8650752,15400960,1638400,1114112,3670024
1573120,16122112,4390912,5242880,12255232,15663104,7340032,11010064
1573120,15335424,1441792,12582912,524288,12058624,11534336,7667730
1573632,15335424,7274496,13369344,12779520,11272192,13697024,2555908
